UF,Municipios,IDH,PIB per capita,Produto Interno Bruto Anual (R$ 1.000),GINI
SP,Araraquara,"0,815",40253.93 ,9409114.42,"0,5039"
SP,Araras,"0,781",41863.92 ,5565138.22,"0,4815"
SP,Arco-Iris,"0,722",29273.95 ,53015.13,"0,4082"
SP,Arealva,"0,744",27135.55 ,230787.87,"0,4514"
SP,Areias,"0,697",11126.84 ,43127.62,"0,4597"
SP,Areiopolis,"0,695",12884.23 ,143002.1,"0,3658"
SP,Ariranha,"0,733",76108.12 ,728583.05,"0,4030"
SP,Artur Nogueira,"0,749",22156.59 ,1184269.48,"0,4709"
SP,Aruja,"0,784",69588.09 ,6155414.34,"0,5769"
SP,Aspasia,"0,735",19290.58 ,35205.3,"0,4651"
SP,Assis,"0,805",32443.96 ,3363335.67,"0,5040"
SP,Atibaia,"0,765",50498.62 ,7140404.27,"0,5512"
SP,Auriflama,"0,773",20155.43 ,304810.51,"0,4741"
SP,Avai,"0,714",50644.08 ,271908.05,"0,4875"
SP,Avanhandava,"0,705",23782.13 ,319465.29,"0,4415"
SP,Avare,"0,767",30391.62 ,2737160.76,"0,4795"
SP,Bady Bassitt,"0,746",20504.81 ,353420.96,"0,3665"
SP,Balbinos,"0,669",10405.42 ,57562.79,"0,3839"
SP,Balsamo,"0,756",22575.02 ,203039.72,"0,4387"
SP,Bananal,"0,733",16937.75 ,184553.75,"0,5145"
SP,Barao de Antonina,"0,711",15482.60 ,53275.61,"0,4772"
SP,Barbosa,"0,699",12939.48 ,94911.1,"0,4129"
SP,Bariri,"0,750",33185.53 ,1160199.26,"0,4305"
SP,Barra Bonita,"0,788",35500.64 ,1282531.67,"0,4056"
SP,Barra do Chapeu,"0,660",14278.54 ,81216.32,"0,5492"
SP,Barra do Turvo,"0,641",11840.74 ,91019.79,"0,5043"
SP,Barretos,"0,789",40046.22 ,4859369.08,"0,4893"
SP,Barrinha,"0,725",15960.29 ,517656.13,"0,4084"
SP,Barueri,"0,786",186382.33 ,50566643.99,"0,6201"
SP,Bastos,"0,751",45791.98 ,959525.15,"0,4175"
SP,Batatais,"0,761",25636.34 ,1590068.48,"0,5000"
SP,Bauru,"0,801",39121.44 ,14642060.76,"0,5596"
SP,Bebedouro,"0,780",43191.17 ,3344551.37,"0,5080"
SP,Bento de Abreu,"0,744",56699.61 ,167547.35,"0,3847"
SP,Bernardino de Campos,"0,734",19777.19 ,220258.53,"0,4560"
SP,Bertioga,"0,730",27384.29 ,1690596.24,"0,4924"
SP,Bilac,"0,768",24284.98 ,193041.29,"0,4309"
SP,Birigui,"0,780",27268.69 ,3336569.6,"0,4286"
SP,Biritiba Mirim,"0,712",21320.35 ,687602.59,"0,5377"
SP,Boa Esperanca do Sul,"0,681",20877.23 ,309484.03,"0,4439"
SP,Bocaina,"0,742",17819.21 ,217465.7,"0,4343"
SP,Bofete,"0,705",16223.00 ,187116.06,"0,4729"
SP,Boituva,"0,780",39829.36 ,2381517.15,"0,4937"
SP,Bom Jesus dos Perdoes,"0,713",36485.98 ,908427.96,"0,4914"
SP,Bom Sucesso de Itarare,"0,660",15972.41 ,62659.77,"0,4456"
SP,Bora,"0,746",84796.15 ,70889.58,"0,4002"
SP,Boraceia,"0,754",80228.55 ,383171.53,"0,3879"
SP,Borborema,"0,730",23374.91 ,372245.41,"0,4279"
SP,Borebi,"0,705",24905.82 ,65278.15,"0,3993"
SP,Botucatu,"0,800",31925.21 ,4623409.47,"0,5560"
SP,Braganca Paulista,"0,776",37813.45 ,6305506.74,"0,5271"
SP,Brauna,"0,737",17435.66 ,98162.79,"0,4327"
SP,Brejo Alegre,"0,710",29271.06 ,83159.08,"0,3982"
SP,Brodowski,"0,755",27203.14 ,668979.72,"0,4451"
SP,Brotas,"0,740",27225.67 ,657853.88,"0,4204"
SP,Buri,"0,667",20905.86 ,413706.03,"0,5130"
SP,Buritama,"0,763",37385.31 ,635662.41,"0,4469"
SP,Buritizal,"0,735",40019.23 ,177965.5,"0,4663"
SP,Cabralia Paulista,"0,694",19260.49 ,82550.45,"0,4050"
SP,Cabreuva,"0,738",95518.16 ,4677142.2,"0,4225"
SP,Cacapava,"0,788",46192.50 ,4318444.52,"0,5105"
SP,Cachoeira Paulista,"0,764",18401.78 ,608491.61,"0,5284"
SP,Caconde,"0,720",18846.16 ,357342.13,"0,5006"
SP,Cafelandia,"0,742",28550.67 ,505032.85,"0,4212"
SP,Caiabu,"0,729",13893.64 ,58214.36,"0,3816"
SP,Caieiras,"0,781",35517.31 ,3556312.29,"0,4801"
SP,Caiua,"0,697",13036.29 ,75610.51,"0,4635"
SP,Cajamar,"0,728",224359.59 ,16970110.95,"0,4904"
SP,Cajati,"0,694",50776.98 ,1452475.49,"0,4837"
SP,Cajobi,"0,734",14873.72 ,155965.85,"0,4073"
SP,Cajuru,"0,713",22061.52 ,572165.5,"0,4036"
SP,Campina do Monte Alegre,"0,717",18135.71 ,108651.05,"0,4945"
SP,Campinas,"0,805",51417.44 ,61397262.53,"0,5782"
SP,Campo Limpo Paulista,"0,769",25211.06 ,2111048.32,"0,4352"
SP,Campos do Jordao,"0,749",24107.48 ,1247875.47,"0,5914"
SP,Campos Novos Paulista,"0,706",28746.56 ,141778.02,"0,4379"
SP,Cananeia,"0,720",23977.74 ,300656.91,"0,5010"
SP,Canas,"0,704",20623.06 ,104579.56,"0,4337"
SP,Candido Mota,"0,747",37372.60 ,1166473.63,"0,4240"
SP,Candido Rodrigues,"0,789",35917.03 ,100100.77,"0,4814"
SP,Canitar,"0,680",36713.02 ,188668.21,"0,4056"
SP,Capao Bonito,"0,721",19221.42 ,906462.81,"0,5011"
SP,Capela do Alto,"0,699",13344.01 ,272471.35,"0,4022"
SP,Capivari,"0,750",37353.40 ,2059704.04,"0,4759"
SP,Caraguatatuba,"0,759",27802.88 ,3325920.05,"0,5202"
SP,Carapicuiba,"0,749",14413.33 ,5745311.02,"0,4965"
SP,Cardoso,"0,722",20770.49 ,255539.28,"0,4361"
SP,Casa Branca,"0,730",27488.44 ,831167.96,"0,5122"
SP,Cassia dos Coqueiros,"0,734",58581.94 ,148915.3,"0,4352"
SP,Castilho,"0,731",41708.15 ,864943.67,"0,4803"
SP,Catanduva,"0,785",34611.18 ,4195220.66,"0,4651"
SP,Catigua,"0,751",15079.11 ,116893.23,"0,4317"
SP,Cedral,"0,766",34238.37 ,312425.16,"0,4362"
SP,Cerqueira Cesar,"0,729",30605.21 ,605187.35,"0,4352"
SP,Cerquilho,"0,782",38133.41 ,1833225.49,"0,4199"
SP,Cesario Lange,"0,706",24128.03 ,432253.65,"0,4380"
SP,Charqueada,"0,736",20806.95 ,353905.36,"0,4061"
SP,Chavantes,"0,729",16706.08 ,207456.09,"0,4810"
SP,Clementina,"0,725",25945.35 ,219808.97,"0,3761"
SP,Colina,"0,757",60218.14 ,1107893.43,"0,4614"
SP,Colombia,"0,710",53207.43 ,330045.71,"0,4084"
SP,Conchal,"0,708",24884.49 ,692286.47,"0,4477"
SP,Conchas,"0,736",19830.73 ,352392.03,"0,4896"
SP,Cordeiropolis,"0,758",116519.63 ,2822221.98,"0,4531"
SP,Coroados,"0,719",27648.49 ,165503.87,"0,3888"
SP,Coronel Macedo,"0,690",16258.72 ,76871.21,"0,4595"
SP,Corumbatai,"0,754",61418.68 ,248561.38,"0,4815"
SP,Cosmopolis,"0,769",22410.36 ,1591090.84,"0,4586"
SP,Cosmorama,"0,722",45912.53 ,335896.05,"0,4106"
SP,Cotia,"0,780",51225.49 ,12534568.98,"0,5872"
SP,Cravinhos,"0,756",34165.63 ,1195728.54,"0,4302"
SP,Cristais Paulista,"0,734",22617.10 ,193172.63,"0,4841"
SP,Cruzalia,"0,774",49778.13 ,104534.08,"0,4393"
SP,Cruzeiro,"0,788",29743.19 ,2435818.47,"0,5396"
SP,Cubatao,"0,737",101597.09 ,13183238.55,"0,4720"
SP,Cunha,"0,684",11971.43 ,259049.86,"0,5477"
SP,Descalvado,"0,760",47327.80 ,1586427.82,"0,4573"
SP,Diadema,"0,757",34855.75 ,14671971.22,"0,4592"
SP,Dirce Reis,"0,741",32133.62 ,57390.65,"0,3784"
SP,Divinolandia,"0,734",24940.84 ,279536.94,"0,4833"
SP,Dobrada,"0,718",13045.55 ,115400.96,"0,3872"
SP,Dois Corregos,"0,725",23896.69 ,647887.01,"0,4723"
SP,Dolcinopolis,"0,742",21845.64 ,46290.91,"0,3627"
SP,Dourado,"0,738",70723.95 ,627179.99,"0,3794"
SP,Dracena,"0,776",25779.84 ,1199690.64,"0,4470"
SP,Duartina,"0,748",19047.83 ,237278.83,"0,4323"
SP,Dumont,"0,744",23587.84 ,228990.75,"0,3911"
SP,Echapora,"0,745",20426.97 ,125442.02,"0,5424"
SP,Eldorado,"0,691",20795.32 ,321142.1,"0,4989"
SP,Elias Fausto,"0,695",40144.54 ,706704.45,"0,4343"
SP,Elisiario,"0,747",17685.00 ,63736.74,"0,3343"
SP,Embauba,"0,730",21238.83 ,52162.57,"0,3658"
SP,Embu das Artes,"0,735",48914.66 ,13248193.38,"0,4903"
SP,Embu-Guacu,"0,749",16293.33 ,1121893.47,"0,5155"
SP,Emilianopolis,"0,727",19284.00 ,61747.36,"0,3850"
SP,Engenheiro Coelho,"0,732",32701.36 ,663314.37,"0,4589"
SP,Espirito Santo do Pinhal,"0,787",32436.36 ,1433232.86,"0,5731"
SP,Espirito Santo do Turvo,"0,696",16466.12 ,78691.6,"0,3863"
SP,Estiva Gerbi,"0,740",29883.47 ,334635.09,"0,4192"
SP,Estrela do Norte,"0,740",18316.56 ,50590.35,"0,4823"
SP,Estrela d'Oeste,"0,760",74377.84 ,626112.64,"0,3969"
SP,Euclides da Cunha Paulista,"0,704",16893.29 ,159117.92,"0,4566"
SP,Fartura,"0,732",23162.82 ,370628.23,"0,4353"
SP,Fernando Prestes,"0,758",33167.17 ,191407.75,"0,4176"
SP,Fernandopolis,"0,797",29148.74 ,2006103.79,"0,4941"
SP,Fernao,"0,703",29359.98 ,50029.41,"0,4084"
SP,Ferraz de Vasconcelos,"0,738",16344.03 ,3137940.2,"0,4559"
SP,Flora Rica,"0,727",25329.16 ,37968.42,"0,4179"
SP,Floreal,"0,747",21806.07 ,63979,"0,3757"
SP,Florida Paulista,"0,715",14264.37 ,206633.67,"0,4286"
SP,Florinea,"0,713",50422.89 ,136091.38,"0,4944"
SP,Franca,"0,780",28518.78 ,9992981.25,"0,4665"
SP,Francisco Morato,"0,703",8719.40 ,1517245.4,"0,4361"
SP,Franco da Rocha,"0,731",19650.05 ,2995316.15,"0,4646"
SP,Gabriel Monteiro,"0,763",26699.71 ,74118.4,"0,3736"
SP,Galia,"0,709",21643.97 ,143174.89,"0,4265"
SP,Garca,"0,769",26874.37 ,1192415.75,"0,5075"
SP,Gastao Vidigal,"0,723",16095.70 ,76518.95,"0,4300"
SP,Gaviao Peixoto,"0,719",186287.72 ,887102.11,"0,3610"
SP,General Salgado,"0,747",22848.77 ,248503.18,"0,4588"
SP,Getulina,"0,717",16284.53 ,185155.15,"0,4708"
SP,Glicerio,"0,735",21142.62 ,101505.73,"0,5224"
SP,Guaicara,"0,739",16298.89 ,196222.4,"0,3781"
SP,Guaimbe,"0,728",13163.82 ,75599.8,"0,4057"
SP,Guaira,"0,753",80169.84 ,3249524.06,"0,5752"
SP,Guapiacu,"0,725",26008.59 ,549431.47,"0,4238"
SP,Guapiara,"0,675",18874.32 ,326393.67,"0,5657"
SP,Guara,"0,718",20804.61 ,439580.67,"0,4908"
SP,Guaracai,"0,719",32770.40 ,273862.21,"0,4300"
SP,Guaraci,"0,737",29683.17 ,329127,"0,3813"
SP,Guarani d'Oeste,"0,732",17755.48 ,35546.47,"0,4101"
SP,Guaranta,"0,713",26176.16 ,174176.16,"0,4907"
SP,Guararapes,"0,763",27764.52 ,909954.31,"0,4328"
SP,Guararema,"0,731",47997.77 ,1413582.28,"0,5061"
SP,Guaratingueta,"0,798",46849.29 ,5672184.13,"0,5478"
SP,Guarei,"0,687",12279.22 ,222781.8,"0,4349"
SP,Guariba,"0,719",22657.16 ,899806.5,"0,4388"
SP,Guaruja,"0,751",27031.81 ,8599008.83,"0,5191"
SP,Guarulhos,"0,763",44897.70 ,61325724.49,"0,5345"
SP,Guatapara,"0,743",28000.56 ,212860.23,"0,5218"
SP,Guzolandia,"0,697",12594.84 ,65820.62,"0,4181"
SP,Herculandia,"0,727",33182.41 ,313972,"0,4527"
SP,Holambra,"0,793",66537.66 ,970052.54,"0,5471"
SP,Hortolandia,"0,756",57691.75 ,13116393.02,"0,4251"
SP,Iacanga,"0,745",37023.57 ,427955.46,"0,3984"
SP,Iacri,"0,733",30157.75 ,191441.42,"0,4454"
SP,Iaras,"0,674",17031.66 ,152535.58,"0,5257"
SP,Ibate,"0,703",24454.14 ,849194.41,"0,4003"
SP,Ibira,"0,740",20475.08 ,251106.34,"0,4896"
SP,Ibirarema,"0,708",23951.10 ,183537.3,"0,4352"
SP,Ibitinga,"0,747",25630.47 ,1523757.35,"0,4478"
SP,Ibiuna,"0,710",21746.50 ,1701924.43,"0,4978"
SP,Icem,"0,720",21243.20 ,173790.66,"0,4477"
SP,Iepe,"0,736",30435.64 ,247259.17,"0,4632"
SP,Igaracu do Tiete,"0,727",12335.36 ,303425.16,"0,3687"
SP,Igarapava,"0,768",39002.62 ,1179673.38,"0,6747"
SP,Igarata,"0,711",19049.08 ,180642.39,"0,4306"
SP,Iguape,"0,726",38078.83 ,1169819.79,"0,5612"
SP,Ilha Comprida,"0,725",122204.12 ,1339968.2,"0,4814"
SP,Ilha Solteira,"0,812",23525.05 ,625342.87,"0,4827"
SP,Ilhabela,"0,756",419457.22 ,14401224.6,"0,4969"
SP,Indaiatuba,"0,788",63166.46 ,15596305.25,"0,4865"
SP,Indiana,"0,761",13109.17 ,64130.06,"0,4517"
SP,Indiapora,"0,751",24449.85 ,95550,"0,4781"
SP,Inubia Paulista,"0,759",34888.10 ,138261.53,"0,3724"
SP,Ipaussu,"0,727",25086.47 ,373010.79,"0,4791"
SP,Ipero,"0,719",17873.00 ,648432.51,"0,4140"
SP,Ipeuna,"0,753",94080.97 ,696293.27,"0,4699"
SP,Ipigua,"0,730",20253.65 ,107465.85,"0,3772"
SP,Iporanga,"0,703",12098.74 ,51274.45,"0,5318"
SP,Ipua,"0,749",22139.12 ,358852.96,"0,5976"
SP,Iracemapolis,"0,776",83477.19 ,1990597.16,"0,4534"
SP,Irapua,"0,713",19748.75 ,156745.82,"0,3642"
SP,Irapuru,"0,712",10659.85 ,88061.03,"0,4474"
SP,Itabera,"0,693",29569.70 ,521461.62,"0,5151"
SP,Itai,"0,713",22376.97 ,601067.75,"0,4585"
SP,Itajobi,"0,730",105038.02 ,1599308.91,"0,3933"
SP,Itaju,"0,705",23089.26 ,87323.59,"0,3754"
SP,Itanhaem,"0,745",18763.24 ,1885630.93,"0,5140"
SP,Itaoca,"0,680",12416.89 ,41298.59,"0,5512"
SP,Itapecerica da Serra,"0,742",21079.61 ,3660938.18,"0,4756"
SP,Itapetininga,"0,763",29304.81 ,4754148.45,"0,5010"
SP,Itapeva,"0,732",26860.38 ,2521974.41,"0,5393"
SP,Itapevi,"0,735",51939.22 ,12172060.62,"0,4738"
SP,Itapira,"0,762",52565.34 ,3905552.19,"0,4611"
SP,Itapirapua Paulista,"0,661",9994.74 ,42107.83,"0,5351"
SP,Itapolis,"0,744",30504.92 ,1308752.49,"0,4538"
SP,Itaporanga,"0,719",21229.91 ,321102.42,"0,5362"
SP,Itapui,"0,725",48103.23 ,665412.03,"0,4227"
SP,Itapura,"0,720",18828.79 ,91507.93,"0,4804"
SP,Itaquaquecetuba,"0,714",19678.54 ,7212559.67,"0,4556"
SP,Itarare,"0,703",17452.03 ,878884.05,"0,4894"
SP,Itariri,"0,677",15990.63 ,276174.16,"0,5260"
SP,Itatiba,"0,778",50811.86 ,6051183.94,"0,4965"
SP,Itatinga,"0,706",20051.45 ,410393.01,"0,4338"
SP,Itirapina,"0,724",22943.13 ,411186.77,"0,4866"
SP,Itirapua,"0,707",15275.66 ,98573.83,"0,4415"
SP,Itobi,"0,717",15939.55 ,124806.67,"0,4085"
SP,Itu,"0,773",45461.13 ,7831498.16,"0,5398"
SP,Itupeva,"0,762",112159.24 ,6690186.47,"0,4488"
SP,Ituverava,"0,765",36651.33 ,1524621.96,"0,5264"
SP,Jaborandi,"0,711",19946.28 ,137848.78,"0,3953"
SP,Jaboticabal,"0,778",37818.06 ,2906847.19,"0,5279"
SP,Jacarei,"0,777",54796.98 ,12705392.68,"0,4993"
SP,Jaci,"0,723",56703.27 ,393180.49,"0,3551"
SP,Jacupiranga,"0,717",29728.97 ,530424.35,"0,5338"
SP,Jaguariuna,"0,784",205080.73 ,11529843.92,"0,5020"
SP,Jales,"0,776",31555.69 ,1546576.08,"0,4635"
SP,Jambeiro,"0,756",36754.00 ,238349.68,"0,4912"
SP,Jandira,"0,760",32512.79 ,4014711.34,"0,4937"
SP,Jardinopolis,"0,735",25060.21 ,1096985.44,"0,3990"
SP,Jarinu,"0,733",85221.43 ,2510282.58,"0,4659"
SP,Jau,"0,778",31855.35 ,4733100.12,"0,4638"
SP,Jeriquara,"0,703",26005.63 ,82385.84,"0,4196"
SP,Joanopolis,"0,699",16262.42 ,213005.22,"0,4434"
SP,Joao Ramalho,"0,741",26890.88 ,120874.49,"0,4235"
SP,Jose Bonifacio,"0,777",36031.70 ,1320742.12,"0,4555"
SP,Julio Mesquita,"0,716",10759.02 ,51126.86,"0,4153"
SP,Jumirim,"0,741",39671.59 ,131511.33,"0,3971"
SP,Jundiai,"0,822",105187.65 ,43632890.54,"0,5435"
SP,Junqueiropolis,"0,745",28071.57 ,576140.9,"0,4432"
SP,Juquia,"0,700",17394.70 ,328898.9,"0,4947"
SP,Juquitiba,"0,709",16452.82 ,513903.68,"0,5159"
SP,Lagoinha,"0,693",11542.06 ,56590.74,"0,4855"
SP,Laranjal Paulista,"0,729",39397.31 ,1112580.07,"0,4197"
SP,Lavinia,"0,721",13500.89 ,157514.93,"0,3885"
SP,Lavrinhas,"0,729",15256.91 ,109956.53,"0,5808"
SP,Leme,"0,744",31320.57 ,3207602.09,"0,4806"
SP,Lencois Paulista,"0,764",38890.38 ,2639062.01,"0,4426"
SP,Limeira,"0,775",43440.26 ,13192024.8,"0,4956"
SP,Lindoia,"0,742",23184.72 ,182324.63,"0,4059"
SP,Lins,"0,786",48837.12 ,3785365.53,"0,4601"
SP,Lorena,"0,766",32021.36 ,2826717.96,"0,5310"
SP,Lourdes,"0,742",17580.34 ,40048.02,"0,3799"
SP,Louveira,"0,777",229610.70 ,10963451.72,"0,5190"
SP,Lucelia,"0,752",20420.77 ,441170.22,"0,4711"
SP,Lucianopolis,"0,733",23901.68 ,57005.51,"0,5154"
SP,Luis Antonio,"0,731",103433.56 ,1509302.47,"0,4275"
SP,Luiziania,"0,702",12536.56 ,71746.75,"0,3607"
SP,Lupercio,"0,724",16923.63 ,77357.9,"0,4080"
SP,Lutecia,"0,720",32018.34 ,85264.83,"0,4316"
SP,Macatuba,"0,770",36723.03 ,628367.72,"0,5506"
SP,Macaubal,"0,743",19121.48 ,154750.16,"0,4308"
SP,Macedonia,"0,740",21212.83 ,78572.32,"0,4264"
SP,Magda,"0,753",29834.29 ,93560.32,"0,4433"
SP,Mairinque,"0,743",40484.94 ,1896800.51,"0,4804"
SP,Mairipora,"0,788",17774.55 ,1748553.22,"0,5810"
SP,Manduri,"0,739",23378.18 ,228638.57,"0,4809"
SP,Maraba Paulista,"0,677",17644.51 ,101579.47,"0,3962"
SP,Maracai,"0,771",29529.19 ,412434.25,"0,4255"
SP,Marapoama,"0,752",59882.84 ,179408.97,"0,4231"
SP,Mariapolis,"0,718",13926.03 ,56776.41,"0,3846"
SP,Marilia,"0,798",34083.86 ,8082305.73,"0,5117"
SP,Marinopolis,"0,731",16405.82 ,34731.11,"0,4291"
SP,Martinopolis,"0,721",18871.02 ,496100.11,"0,4551"
SP,Matao,"0,773",50228.39 ,4153988.56,"0,5310"
SP,Maua,"0,766",32655.23 ,15287482.92,"0,4580"
SP,Mendonca,"0,744",43139.21 ,233512.55,"0,3691"
SP,Meridiano,"0,731",62670.64 ,241156.63,"0,4053"
SP,Mesopolis,"0,724",30784.46 ,58798.32,"0,3757"
SP,Miguelopolis,"0,741",45954.52 ,1015273.3,"0,4580"
SP,Mineiros do Tiete,"0,730",13408.67 ,172288.03,"0,4026"
SP,Mira Estrela,"0,743",21664.95 ,66424.75,"0,4294"
SP,Miracatu,"0,697",19706.50 ,392533.72,"0,5090"
SP,Mirandopolis,"0,751",22230.68 ,653982.06,"0,4668"
SP,Mirante do Paranapanema,"0,724",19027.18 ,345876.15,"0,5054"
SP,Mirassol,"0,762",30509.55 ,1810222.97,"0,4659"
SP,Mirassolandia,"0,738",26663.98 ,128573.72,"0,4008"
SP,Mococa,"0,762",30828.27 ,2120615.23,"0,5392"
SP,Mogi das Cruzes,"0,783",34908.31 ,15386499.31,"0,5487"
SP,Mogi Guacu,"0,774",38971.42 ,5873500.07,"0,4457"
SP,Mogi Mirim,"0,784",49631.35 ,4601570.64,"0,5013"
SP,Mombuca,"0,719",28783.85 ,100110.22,"0,6513"
SP,Moncoes,"0,772",26531.11 ,59748.05,"0,4322"
SP,Mongagua,"0,754",18581.77 ,1035580.56,"0,5232"
SP,Monte Alegre do Sul,"0,759",22391.71 ,178327.61,"0,4774"
SP,Monte Alto,"0,768",35901.30 ,1802819.84,"0,4204"
SP,Monte Aprazivel,"0,785",26584.41 ,659133.81,"0,5067"
SP,Monte Azul Paulista,"0,753",28033.28 ,534034.04,"0,4650"
SP,Monte Castelo,"0,741",24706.74 ,102928.28,"0,4531"
SP,Monte Mor,"0,733",59311.32 ,3485429.86,"0,4557"
SP,Monteiro Lobato,"0,710",14173.68 ,65312.34,"0,4953"
SP,Morro Agudo,"0,712",36037.10 ,1176286.9,"0,4620"
SP,Morungaba,"0,715",33875.48 ,455896.19,"0,4503"
SP,Motuca,"0,741",17286.33 ,81591.49,"0,4843"
SP,Murutinga do Sul,"0,726",14623.62 ,65309.09,"0,4357"
SP,Nantes,"0,714",38493.27 ,119444.63,"0,3530"
SP,Narandiba,"0,718",38665.32 ,185941.54,"0,3732"
SP,Natividade da Serra,"0,655",10848.03 ,72475.7,"0,5216"
SP,Nazare Paulista,"0,678",18651.19 ,342174.81,"0,4746"
SP,Neves Paulista,"0,754",23770.60 ,212414.12,"0,4056"
SP,Nhandeara,"0,751",28388.63 ,324396.87,"0,4995"
SP,Nipoa,"0,713",18328.81 ,93953.48,"0,3705"
SP,Nova Alianca,"0,738",25206.05 ,173291.57,"0,3917"
SP,Nova Campina,"0,651",11418.51 ,110154.38,"0,4680"
SP,Nova Canaa Paulista,"0,715",20686.21 ,39531.34,"0,3427"
SP,Nova Castilho,"0,756",32366.14 ,40619.51,"0,3727"
SP,Nova Europa,"0,765",25485.01 ,280666.46,"0,3927"
SP,Nova Granada,"0,739",20378.67 ,434208.29,"0,4487"
SP,Nova Guataporanga,"0,726",13532.84 ,31233.79,"0,4139"
SP,Nova Independencia,"0,735",36380.10 ,141263.92,"0,3610"
SP,Nova Luzitania,"0,743",12332.03 ,49833.72,"0,3652"
SP,Nova Odessa,"0,791",59633.81 ,3540518.94,"0,4236"
SP,Novais,"0,719",10196.95 ,58245,"0,4523"
SP,Novo Horizonte,"0,753",26915.60 ,1094926.57,"0,3947"
SP,Nuporanga,"0,746",70520.18 ,520862.02,"0,4488"
SP,Ocaucu,"0,717",27040.70 ,115923.5,"0,3956"
SP,Oleo,"0,730",32970.07 ,83150.53,"0,4245"
SP,Olimpia,"0,773",37387.02 ,2034078.14,"0,4429"
SP,Onda Verde,"0,738",38174.26 ,165638.12,"0,3511"
SP,Oriente,"0,770",15344.27 ,99538.28,"0,4519"
SP,Orindiuva,"0,767",58280.24 ,404173.43,"0,3815"
SP,Orlandia,"0,780",42003.28 ,1834997.25,"0,5034"
SP,Osasco,"0,776",109936.21 ,76609046.35,"0,5459"
SP,Oscar Bressane,"0,749",34900.31 ,90810.61,"0,4496"
SP,Osvaldo Cruz,"0,762",25930.54 ,849328.95,"0,4727"
SP,Ourinhos,"0,778",27232.54 ,3069407.07,"0,5117"
SP,Ouro Verde,"0,692",13210.54 ,112329.21,"0,5388"
SP,Ouroeste,"0,770",41425.64 ,421588.73,"0,4358"
SP,Pacaembu,"0,725",21542.47 ,304395.07,"0,4579"
SP,Palestina,"0,732",23871.29 ,305218.28,"0,4067"
SP,Palmares Paulista,"0,722",9376.19 ,122434.26,"0,3410"
SP,Palmeira d'Oeste,"0,753",20086.66 ,187609.36,"0,4283"
SP,Palmital,"0,746",30936.78 ,685806.51,"0,5238"
SP,Panorama,"0,722",16827.13 ,264017.66,"0,4643"
SP,Paraguacu Paulista,"0,762",33792.38 ,1536032.6,"0,4641"
SP,Paraibuna,"0,719",15336.37 ,278815.3,"0,5208"
SP,Paraiso,"0,749",34584.67 ,221722.35,"0,5077"
SP,Paranapanema,"0,717",31198.29 ,623747.45,"0,4954"
SP,Paranapua,"0,732",27485.59 ,111618.98,"0,4498"
SP,Parapua,"0,737",32118.91 ,352665.67,"0,4203"
SP,Pardinho,"0,727",47454.61 ,301811.35,"0,4629"
SP,Pariquera-Acu,"0,736",25926.61 ,507383.67,"0,4754"
SP,Parisi,"0,721",31045.80 ,66841.6,"0,4021"
SP,Patrocinio Paulista,"0,730",60792.11 ,883248.57,"0,4254"
SP,Pauliceia,"0,711",20705.29 ,150610.29,"0,4417"
SP,Paulinia,"0,795",306163.17 ,32690878.46,"0,4880"
SP,Paulistania,"0,718",22430.93 ,41093.47,"0,4293"
SP,Paulo de Faria,"0,725",30110.56 ,268887.32,"0,5305"
SP,Pederneiras,"0,739",47430.98 ,2193730.23,"0,5021"
SP,Pedra Bela,"0,677",13782.13 ,83726.43,"0,4069"
SP,Pedranopolis,"0,742",25672.04 ,64385.48,"0,3776"
SP,Pedregulho,"0,715",52418.86 ,874136.89,"0,4975"
SP,Pedreira,"0,769",26471.59 ,1253721.16,"0,4261"
SP,Pedrinhas Paulista,"0,774",44364.89 ,136865.67,"0,5619"
SP,Pedro de Toledo,"0,696",12787.40 ,143730.4,"0,4794"
SP,Penapolis,"0,759",26395.81 ,1664176.58,"0,4742"
SP,Pereira Barreto,"0,766",29553.41 ,758340.54,"0,4931"
SP,Pereiras,"0,736",23954.99 ,205054.68,"0,4435"
SP,Peruibe,"0,749",22538.10 ,1522403.73,"0,5470"
SP,Piacatu,"0,732",15498.37 ,91781.35,"0,4064"
SP,Piedade,"0,716",21916.31 ,1208662.61,"0,4913"
SP,Pilar do Sul,"0,690",23370.06 ,676867.03,"0,4698"
SP,Pindamonhangaba,"0,773",51761.18 ,8616941.94,"0,5227"
SP,Pindorama,"0,737",22081.72 ,372673.12,"0,4042"
SP,Pinhalzinho,"0,725",17475.49 ,262499.36,"0,4343"
SP,Piquerobi,"0,711",15089.43 ,55604.56,"0,4178"
SP,Piquete,"0,757",11973.44 ,164538.95,"0,4977"
SP,Piracaia,"0,739",17540.72 ,476055.05,"0,5854"
SP,Piracicaba,"0,785",65896.34 ,26421071.96,"0,5398"
SP,Piraju,"0,758",24936.58 ,741638.84,"0,4859"
SP,Pirajui,"0,749",18702.35 ,472402.7,"0,4798"
SP,Pirangi,"0,756",29289.51 ,332787.39,"0,3808"
SP,Pirapora do Bom Jesus,"0,727",24587.66 ,457428.74,"0,4885"
SP,Pirapozinho,"0,776",34839.45 ,950942.9,"0,5286"
SP,Pirassununga,"0,801",36765.67 ,2791616.99,"0,5210"
SP,Piratininga,"0,779",17432.02 ,235384.52,"0,4783"
